"pid","address","value","buildings","year","land","living","good","style","model","grade","beds","baths","heatfuel","heattype","ac","nghd"
22833,"131 WEST PARK AV",223090,1,1919,0.21,3251,68,"Colonial","Single Family","Good",5,3,"Oil/Gas","FA/HW/ST","None","	 2200"
22835,"139 WEST PARK AV",195090,1,1935,0.21,2507,78,"Colonial","Single Family","Ave/Good",6,2,"Oil/Gas","FA/HW/ST","None","	 2200"
22852,"35 WEST PARK AV",244370,1,1926,0.24,2708,78,"Colonial","Single Family","Very Good",3,2,"Gas/Oil","Hot Water","None","	 2200"
22853,"43 WEST PARK AV",185640,1,1900,0.2,2459,68,"Colonial","Single Family","Good",4,1,"Oil/Gas","FA/HW/ST","None","	 2200"
22854,"47 WEST PARK AV",224420,1,1925,0.21,2934,78,"Colonial","Single Family","Good",4,2,"Oil/Gas","Hot Water","None","	 2200"
22865,"946 ELM ST",179480,1,1920,0.09,2070,90,"Colonial","Single Family","Above Average",4,1,"Gas/Oil","Hot Water","None","	 2200"
22872,"66 HOBART ST",134190,1,1920,0.13,1615,68,"Colonial","Single Family","Above Average",3,1,"Gas/Oil","Hot Water","None","	 2200"
22873,"60 HOBART ST",159600,1,1908,0.13,2328,68,"Colonial","Single Family","Above Average",5,2,"Oil/Gas","Steam","None","	 2200"
22874,"56 HOBART ST",170240,1,1920,0.13,2247,78,"Colonial","Single Family","Above Average",5,2,"Oil/Gas","Hot Water","None","	 2200"
22890,"890 ELM ST",175280,1,1920,0.19,1668,90,"Colonial","Single Family","Above Average",3,2,"Gas/Oil","FA/HW/ST","Central","	 2200"
22900,"49 HOBART ST",145810,1,1920,0.14,1716,78,"Colonial","Single Family","Above Average",3,1,"Oil/Gas","FA/HW/ST","None","	 2200"
22901,"55 HOBART ST",159320,1,1920,0.14,2525,68,"Colonial","Single Family","Above Average",4,1,"Oil/Gas","FA/HW/ST","None","	 2200"
22916,"155 WEST PARK AV",177800,1,1920,0.13,2442,68,"Colonial","Single Family","Good",3,1,"Oil/Gas","FA/HW/ST","None","	 2200"
22917,"161 WEST PARK AV",146160,1,1920,0.2,1804,68,"Colonial","Single Family","Above Average",3,1,"Oil/Gas","FA/HW/ST","None","	 2200"
22920,"177 WEST PARK AV",194390,1,1945,0.2,2370,78,"Colonial","Single Family","Ave/Good",3,1,"Oil/Gas","FA/HW/ST","None","	 2200"
22921,"181 WEST PARK AV",164990,1,1945,0.2,2295,68,"Colonial","Single Family","Ave/Good",3,1,"Oil/Gas","Hot Water","None","	 2200"
22946,"142 HOBART ST",119560,1,1800,0.13,1632,68,"Colonial","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","None","	 2200"
22999,"275 WEST PARK AV",150150,1,1930,0.3,2052,68,"Colonial","Single Family","Above Average",4,1,"Gas/Oil","FA/HW/ST","Central","	 2200"
23015,"112 HUBINGER ST",140140,1,1900,0.21,1816,68,"Cape Cod","Single Family","Above Average",4,1,"Oil/Gas","FA/HW/ST","None","	 2200"
23018,"207 WEST PARK AV",211330,1,1900,0.28,2654,68,"Colonial","Single Family","Good",3,2,"Oil/Gas","FA/HW/ST","None","	 2200"
23019,"211 WEST PARK AV",145950,1,1952,0.25,1818,68,"Colonial","Single Family","Above Average",3,2,"Oil/Gas","FA/HW/ST","Central","	 2200"
23022,"225 WEST PARK AV",234430,1,1930,0.26,3010,78,"Colonial","Single Family","Good",4,2,"Oil/Gas","FA/HW/ST","Central","	 2200"
23023,"235 WEST PARK AV",158690,1,1930,0.27,2160,68,"Colonial","Single Family","Ave/Good",3,1,"Oil/Gas","Hot Water","None","	 2200"
23025,"245 WEST PARK AV",195300,1,1930,0.25,2274,78,"Colonial","Single Family","Ave/Good",4,2,"Oil/Gas","FA/HW/ST","None","	 2200"
23078,"266 GOFFE TER",125230,1,1910,0.14,1568,68,"Cape Cod","Single Family","Above Average",3,1,"Oil/Gas","FA/HW/ST","None","	 2200"
23087,"1592 ELLA T GRASSO BLVD",128030,1,1900,0.25,1632,66,"Colonial","Single Family","Above Average",3,1,"Gas/Oil","FA/HW/ST","None","	 2200"
23097,"1544 ELLA T GRASSO BLVD",166530,1,1900,0.13,2633,68,"Colonial","Single Family","Above Average",4,2,"Oil/Gas","FA/HW/ST","None","	 2200"
23106,"1500 ELLA T GRASSO BLVD",183820,1,1900,0.13,2706,78,"Colonial","Single Family","Above Average",4,1,"Oil/Gas","FA/HW/ST","None","	 2200"
23107,"1496 ELLA T GRASSO BLVD",136010,1,1925,0.06,2016,68,"Colonial","Single Family","Above Average",4,2,"Gas/Oil","FA/HW/ST","None","	 2200"
23147,"108 BLAKE ST",134820,1,1920,0.13,1532,78,"Colonial","Single Family","Above Average",4,1,"Gas/Oil","FA/HW/ST","None","	 2200"
23170,"228 BLAKE ST",96600,1,1900,0.14,1370,68,"Colonial","Single Family","Average",3,2,"Oil/Gas","FA/HW/ST","None","	 2300"
23171,"222 BLAKE ST",100800,1,1825,0.14,1302,68,"Colonial","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","None","	 2300"
23183,"26 RUBY ST",112840,1,1900,0.14,1440,68,"Colonial","Single Family","Above Average",3,1,"Oil/Gas","FA/HW/ST","None","	 2300"
23188,"122 OSBORN AV",128380,1,1910,0.15,1510,68,"Colonial","Single Family","Above Average",3,2,"Oil/Gas","FA/HW/ST","Central","	 2300"
23189,"114 OSBORN AV",108570,1,1900,0.15,1194,68,"Colonial","Single Family","Above Average",3,1,"Oil/Gas","FA/HW/ST","None","	 2300"
23192,"100 OSBORN AV",113190,1,1915,0.33,1212,68,"Colonial","Single Family","Above Average",3,1,"Oil/Gas","FA/HW/ST","None","	 2300"
23208,"111 OSBORN AV",115360,1,1930,0.15,1936,68,"Colonial","Single Family","Average",3,2,"Oil/Gas","FA/HW/ST","Central","	 1700"
23212,"135 OSBORN AV",118440,1,1934,0.15,1888,68,"Colonial","Single Family","Above Average",3,1,"Oil/Gas","Steam","None","	 1700"
23214,"145 OSBORN AV",130200,1,1952,0.16,1480,78,"Ranch","Single Family","Above Average",2,1,"Gas/Oil","FA/HW/ST","Central","	 1700"
23215,"151 OSBORN AV",125790,1,1949,0.17,1580,78,"Colonial","Single Family","Above Average",3,1,"Oil/Gas","FA/HW/ST","None","	 1700"
23218,"175 OSBORN AV",143640,1,1951,0.18,2668,68,"Colonial","Single Family","Above Average",4,1,"Oil/Gas","FA/HW/ST","None","	 1700"
23219,"166 ROYDON RD",176750,1,1937,0.17,2161,78,"Colonial","Single Family","Ave/Good",3,1,"Oil/Gas","FA/HW/ST","None","	 1700"
23222,"130 ROYDON RD",159810,1,1928,0.15,2093,78,"Colonial","Single Family","Ave/Good",3,1,"Oil/Gas","Steam","None","	 1700"
23223,"120 ROYDON RD",140350,1,1928,0.15,1728,78,"Colonial","Single Family","Ave/Good",3,1,"Gas/Oil","Steam","None","	 1700"
23224,"106 ROYDON RD",174510,1,1936,0.15,2622,78,"Colonial","Single Family","Ave/Good",5,2,"Oil/Gas","FA/HW/ST","None","	 1700"
23232,"16 ROYDON RD",117740,1,1929,0.15,1916,68,"Colonial","Single Family","Above Average",4,1,"Oil/Gas","FA/HW/ST","None","	 1700"
23234,"5 ROYDON RD",142870,1,1940,0.18,2168,68,"Colonial","Single Family","Ave/Good",4,2,"Oil/Gas","FA/HW/ST","None","	 1700"
23235,"15 ROYDON RD",145320,1,1929,0.15,1643,86,"Colonial","Single Family","Ave/Good",3,1,"Oil/Gas","Hot Water","None","	 1700"
23238,"51 ROYDON RD",143640,1,1928,0.15,1716,78,"Colonial","Single Family","Ave/Good",3,1,"Oil/Gas","FA/HW/ST","None","	 1700"
23239,"65 ROYDON RD",163100,1,1930,0.15,2189,78,"Colonial","Single Family","Ave/Good",4,1,"Oil/Gas","FA/HW/ST","None","	 1700"
23242,"95 ROYDON RD",142590,1,1928,0.15,1800,78,"Colonial","Single Family","Ave/Good",3,1,"Oil/Gas","FA/HW/ST","None","	 1700"
23243,"105 ROYDON RD",151550,1,1930,0.15,2164,78,"Colonial","Single Family","Ave/Good",3,1,"Oil/Gas","FA/HW/ST","None","	 1700"
23245,"135 ROYDON RD",143850,1,1940,0.15,1686,78,"Colonial","Single Family","Ave/Good",3,1,"Oil/Gas","FA/HW/ST","None","	 1700"
23249,"1710 ELLA T GRASSO BLVD",151060,1,1939,0.17,1850,78,"Colonial","Single Family","Good",3,1,"Oil/Gas","FA/HW/ST","None","	 1700"
23253,"1666 ELLA T GRASSO BLVD",177800,1,1935,0.19,2592,68,"Colonial","Single Family","Good",3,2,"Oil/Gas","Hot Water","None","	 1700"
23254,"1654 ELLA T GRASSO BLVD",154980,1,1936,0.18,2151,78,"Colonial","Single Family","Above Average",3,2,"Oil/Gas","FA/HW/ST","None","	 1700"
23255,"1656 ELLA T GRASSO BLVD",108570,1,1975,0.17,1218,76,"Raised Ranch","Single Family","Average",2,2,"Oil/Gas","FA/HW/ST","None","	 1700"
23258,"1634 ELLA T GRASSO BLVD",126000,1,1923,0.24,2017,68,"Colonial","Single Family","Above Average",4,1,"Oil/Gas","Hot Water","None","	 1700"
23259,"1628 ELLA T GRASSO BLVD",136360,1,1927,0.17,1960,68,"Colonial","Single Family","Ave/Good",4,2,"Gas/Oil","Hot Water","None","	 1700"
23262,"31 DIAMOND ST",93100,1,1965,0.12,1600,68,"Colonial","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","None","	 1700"
23263,"37 DIAMOND ST",89180,1,1962,0.12,1112,68,"Ranch","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","None","	 1700"
23265,"34 PELHAM LA",115010,1,1962,0.16,1334,78,"Split-Level","Single Family","Above Average",3,1,"Oil/Gas","Hot Water","Central","	 1700"
23269,"156 OSBORN AV",127330,1,1958,0.22,1795,78,"Colonial","Single Family","Above Average",3,1,"Oil/Gas","Hot Water","None","	 1700"
23273,"21 RUBY ST",107870,1,1953,0.19,1393,78,"Cape Cod","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","Central","	 1700"
23274,"25 RUBY ST",104230,1,1964,0.16,1635,68,"Colonial","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","None","	 1700"
23275,"33 RUBY ST",93730,1,1963,0.16,1334,68,"Split-Level","Single Family","Average",3,2,"Gas/Oil","Hot Water","None","	 1700"
23278,"67 DIAMOND ST",102060,1,1955,0.14,1480,68,"Colonial","Single Family","Above Average",3,1,"Oil/Gas","Hot Water","Central","	 1700"
23279,"40 WELLINGTON RD",122710,1,1951,0.15,1747,78,"Colonial","Single Family","Above Average",3,1,"Oil/Gas","FA/HW/ST","Central","	 1700"
23280,"32 WELLINGTON RD",119910,1,1950,0.17,1828,68,"Colonial","Single Family","Above Average",3,1,"Oil/Gas","FA/HW/ST","Central","	 1700"
23281,"26 WELLINGTON RD",118860,1,1951,0.19,1828,68,"Colonial","Single Family","Above Average",3,1,"Oil/Gas","FA/HW/ST","Central","	 1700"
23296,"220 OSBORN AV",96950,1,1949,0.27,1132,68,"Raised Ranch","Single Family","Average",4,2,"Gas/Oil","FA/HW/ST","Central","	 1700"
23297,"210 OSBORN AV",136570,1,1956,0.27,2212,68,"Ranch","Single Family","Average",2,1,"Oil/Gas","FA/HW/ST","Central","	 1700"
23300,"23 WELLINGTON RD",129570,1,1951,0.22,1581,78,"Colonial","Single Family","Above Average",3,1,"Oil/Gas","FA/HW/ST","Central","	 1700"
23306,"219 OSBORN AV",169960,1,1960,0.2,2156,68,"Ranch","Single Family","Above Average",3,2,"Oil/Gas","FA/HW/ST","Central","	 1700"
23307,"260 ROYDON RD",208950,1,1960,0.3,2392,78,"Ranch","Single Family","Ave/Good",4,3,"Oil/Gas","FA/HW/ST","Central","	 1700"
23310,"206 ROYDON RD",127540,1,1948,0.18,1470,78,"Colonial","Single Family","Ave/Good",3,2,"Gas/Oil","FA/HW/ST","None","	 1700"
23311,"200 ROYDON RD",130760,1,1950,0.18,1560,68,"Ranch","Single Family","Ave/Good",2,1,"Oil/Gas","Hot Water","None","	 1700"
23316,"245 ROYDON RD",116620,1,1938,0.14,1740,68,"Colonial","Single Family","Ave/Good",3,1,"Oil/Gas","Forced Hot Air","None","	 1700"
23320,"1730 ELLA T GRASSO BLVD",162960,1,1938,0.24,1998,68,"Colonial","Single Family","Ave/Good",3,2,"Oil/Gas","FA/HW/ST","None","	 1700"
23367,"38 DIAMOND ST",108780,1,1970,0.16,1194,72,"Ranch","Single Family","Average",2,1,"Oil/Gas","FA/HW/ST","None","	 2300"
23370,"14 DIAMOND ST",89320,1,1900,0.06,1164,68,"Colonial","Single Family","Average",3,1,"Gas/Oil","FA/HW/ST","None","	 2300"
23377,"245 BLAKE ST",80640,1,1920,0.16,1125,55,"Bungalow","Single Family","Average",2,1,"Oil/Gas","FA/HW/ST","None","	 2300"
23384,"163 FITCH ST",114170,1,1920,0.27,1379,68,"Colonial","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","Central","	 2300"
23385,"171 FITCH ST",116550,1,1950,0.17,1555,68,"Cape Cod","Single Family","Average",3,1,"Gas/Oil","FA/HW/ST","Central","	 2300"
23388,"106 DIAMOND ST",132300,1,1955,0.34,1793,68,"Ranch","Single Family","Above Average",2,2,"Oil/Gas","FA/HW/ST","Central","	 1700"
23389,"94 DIAMOND ST",152180,1,1955,0.27,2026,68,"Colonial","Single Family","Above Average",4,2,"Oil/Gas","FA/HW/ST","Central","	 2300"
23392,"76 DIAMOND ST",152040,1,1955,0.2,2060,68,"Colonial","Single Family","Above Average",3,3,"Gas/Oil","FA/HW/ST","None","	 2300"
23393,"70 DIAMOND ST",130620,1,1952,0.2,1568,68,"Colonial","Single Family","Above Average",3,1,"Gas/Oil","FA/HW/ST","None","	 2300"
23398,"219 FITCH ST",113540,1,1945,0.15,1463,68,"Cape Cod","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","None","	 2300"
23408,"303 DYER ST",71190,1,1950,0.08,996,68,"Cape Cod","Single Family","Average",2,1,"Oil/Gas","FA/HW/ST","None","	 1700"
23422,"210 FITCH ST",119560,1,1953,0.31,1172,68,"Ranch","Single Family","Average",3,1,"Oil/Gas","Hot Water","None","	 2300"
23425,"176 FITCH ST",85190,1,1900,0.29,1307,55,"Cape Cod","Single Family","Below Average",3,2,"Oil/Gas","FA/HW/ST","None","	 2300"
23428,"170 FITCH ST",69860,1,1920,0.18,1125,37,"Colonial","Single Family","Average",3,1,"Oil/Gas","Hot Water","None","	 2300"
23429,"168 FITCH ST",69930,1,1920,0.19,1120,37,"Colonial","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","None","	 2300"
23438,"116 ROGER WHITE DR",139230,1,1958,0.18,1717,78,"Ranch","Single Family","Average",4,2,"Oil/Gas","FA/HW/ST","Central","	 1700"
23444,"164 ROGER WHITE DR",109060,1,1957,0.21,1396,68,"Ranch","Single Family","Average",3,1,"Gas/Oil","FA/HW/ST","Central","	 1700"
23448,"64 ROGER WHITE DR",114940,1,1948,0.22,1092,78,"Ranch","Single Family","Average",3,2,"Gas/Oil","FA/HW/ST","Central","	 1700"
23449,"56 ROGER WHITE DR",116900,1,1960,0.24,1358,68,"Ranch","Single Family","Average",3,2,"Oil/Gas","FA/HW/ST","Central","	 1700"
23452,"30 ROGER WHITE DR",92330,1,1958,0.21,1122,68,"Ranch","Single Family","Average",3,2,"Oil/Gas","FA/HW/ST","Central","	 1700"
23453,"22 ROGER WHITE DR",104300,1,1958,0.21,1156,68,"Ranch","Single Family","Average",2,1,"Oil/Gas","FA/HW/ST","Central","	 1700"
23459,"22 BEAVER HILL LA",166530,1,1942,0.21,2126,78,"Colonial","Single Family","Ave/Good",3,3,"Oil/Gas","FA/HW/ST","None","	 1700"
23463,"235 DYER ST",183190,1,1951,0.33,1774,90,"Ranch","Single Family","Ave/Good",3,1,"Oil/Gas","FA/HW/ST","Central","	 1700"
23464,"245 DYER ST",127960,1,1950,0.17,1635,78,"Colonial","Single Family","Above Average",3,1,"Oil/Gas","FA/HW/ST","None","	 1700"
23465,"15 STIMSON RD",126280,1,1942,0.18,1628,78,"Colonial","Single Family","Above Average",3,1,"Oil/Gas","Hot Water","None","	 1700"
23468,"45 STIMSON RD",129290,1,1942,0.17,1664,78,"Cape Cod","Single Family","Above Average",2,1,"Oil/Gas","FA/HW/ST","Central","	 1700"
23469,"55 STIMSON RD",140350,1,1942,0.17,2080,78,"Colonial","Single Family","Above Average",3,1,"Oil/Gas","FA/HW/ST","None","	 1700"
23472,"85 STIMSON RD",135030,1,1942,0.16,2494,68,"Colonial","Single Family","Above Average",4,1,"Oil/Gas","Forced Hot Air","None","	 1700"
23473,"95 STIMSON RD",127680,1,1937,0.17,1916,68,"Colonial","Single Family","Above Average",3,2,"Oil/Gas","FA/HW/ST","None","	 1700"
23475,"125 STIMSON RD",116480,1,1950,0.19,1662,68,"Colonial","Single Family","Above Average",3,1,"Gas/Oil","Hot Water","None","	 1700"
23479,"185 STIMSON RD",166390,1,1979,0.18,2117,86,"Colonial","Single Family","Above Average",3,3,"Gas/Oil","FA/HW/ST","None","	 1700"
23480,"195 STIMSON RD",112210,1,1950,0.18,1600,68,"Colonial","Single Family","Above Average",3,1,"Oil/Gas","Hot Water","None","	 1700"
23486,"1876 ELLA T GRASSO BLVD",130760,1,1951,0.41,1684,68,"Ranch","Single Family","Above Average",3,1,"Oil/Gas","Hot Water","Central","	 1700"
23487,"1870 ELLA T GRASSO BLVD",120680,1,1952,0.21,1495,78,"Ranch","Single Family","Average",3,2,"Oil/Gas","FA/HW/ST","None","	 1700"
23490,"1850 ELLA T GRASSO BLVD",170030,1,1961,0.32,2294,68,"Ranch","Single Family","Above Average",2,2,"Oil/Gas","FA/HW/ST","Central","	 1700"
23491,"1844 ELLA T GRASSO BLVD",113190,1,1947,0.21,1394,78,"Colonial","Single Family","Above Average",3,1,"Oil/Gas","FA/HW/ST","None","	 1700"
23496,"1816 ELLA T GRASSO BLVD",116900,1,1931,0.23,1584,68,"Colonial","Single Family","Ave/Good",3,1,"Oil/Gas","FA/HW/ST","None","	 1700"
23500,"1790 ELLA T GRASSO BLVD",156450,1,1927,0.24,2368,68,"Colonial","Single Family","Good",3,2,"Oil/Gas","FA/HW/ST","None","	 1700"
23501,"1786 ELLA T GRASSO BLVD",140840,1,1950,0.24,1851,78,"Cape Cod","Single Family","Above Average",4,2,"Oil/Gas","FA/HW/ST","Central","	 1700"
23516,"25 BEAVER HILL LA",174580,1,1952,0.22,2570,78,"Colonial","Single Family","Ave/Good",3,2,"Oil/Gas","Hot Water","None","	 1700"
23517,"31 BEAVER HILL LA",160510,1,1952,0.19,2508,78,"Colonial","Single Family","Above Average",3,2,"Gas/Oil","FA/HW/ST","Central","	 1700"
23521,"14 PINE ROCK RD",152040,1,1952,0.25,1721,78,"Ranch","Single Family","Above Average",3,2,"Oil/Gas","FA/HW/ST","Central","	 1700"
23526,"25 ROCK VIEW TER",184800,1,1952,0.25,2905,78,"Colonial","Single Family","Above Average",3,3,"Gas/Oil","FA/HW/ST","None","	 1700"
23530,"119 ROGER WHITE DR",126980,1,1950,0.15,1324,78,"Cape Cod","Single Family","Above Average",2,1,"Oil/Gas","FA/HW/ST","None","	 1700"
23603,"112 SPRINGSIDE AV",117670,1,1940,0.14,1157,78,"Cape Cod","Single Family","Above Average",3,1,"Oil/Gas","FA/HW/ST","None","	 2300"
23604,"108 SPRINGSIDE AV",111230,1,1929,0.17,1258,68,"Cape Cod","Single Family","Above Average",4,1,"Oil/Gas","Hot Water","None","	 2300"
23605,"104 SPRINGSIDE AV",125510,1,1925,0.14,1285,78,"Cape Cod","Single Family","Above Average",3,1,"Gas/Oil","FA/HW/ST","None","	 2300"
23613,"15 SPRINGSIDE AV",98420,1,1952,0.19,940,68,"Ranch","Single Family","Average",2,1,"Oil/Gas","FA/HW/ST","None","	 2300"
23615,"45 SPRINGSIDE AV",78050,1,1900,0.19,696,68,"Cape Cod","Single Family","Average",1,1,"Oil/Gas","FA/HW/ST","None","	 2300"
23619,"57 AUSTIN ST",115220,1,1900,0.19,1356,78,"Colonial","Single Family","Average",3,2,"Oil/Gas","FA/HW/ST","None","	 2300"
23623,"52 SPRINGSIDE AV",136500,1,1925,0.21,2076,68,"Colonial","Single Family","Above Average",3,1,"Oil/Gas","Hot Water","None","	 2300"
23625,"40 SPRINGSIDE AV",125580,1,1942,0.27,1478,68,"Cape Cod","Single Family","Above Average",4,2,"Oil/Gas","FA/HW/ST","None","	 2300"
23658,"7 STONE ST",112980,1,1861,0.21,1441,68,"Cape Cod","Single Family","Above Average",3,1,"Oil/Gas","FA/HW/ST","None","	 2300"
23662,"17 STONE ST",108710,1,1938,0.14,1247,68,"Cape Cod","Single Family","Above Average",2,1,"Oil/Gas","FA/HW/ST","None","	 2300"
23672,"95 HARD ST",123760,1,1900,0.52,1542,68,"Colonial","Single Family","Above Average",3,1,"Oil/Gas","FA/HW/ST","None","	 2300"
23687,"322 BLAKE ST",111230,1,1920,0.14,1701,63,"Bungalow","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","None","	 2300"
23727,"1934 CHAPEL ST",156170,1,1920,0.18,1255,78,"Colonial","Single Family","Above Average",3,1,"Oil/Gas","Steam","None","	 2400"
23736,"96 WESTWOOD RD",174510,1,1920,0.13,2205,68,"Colonial","Single Family","Ave/Good",4,2,"Oil/Gas","Hot Water","None","	 2400"
23737,"86 WESTWOOD RD",185710,1,1900,0.14,1942,78,"Colonial","Single Family","Ave/Good",4,1,"Oil/Gas","FA/HW/ST","None","	 2400"
23741,"14 WEST ROCK AV",168000,1,1910,0.13,2216,63,"Colonial","Single Family","Ave/Good",4,1,"Oil/Gas","FA/HW/ST","None","	 2400"
23746,"239 CENTRAL AV",188790,1,1900,0.14,2524,68,"Colonial","Single Family","Ave/Good",4,2,"Oil/Gas","FA/HW/ST","None","	 2400"
23750,"790 EDGEWOOD AV",188510,1,1900,0.18,1950,78,"Colonial","Single Family","Ave/Good",4,1,"Oil/Gas","FA/HW/ST","None","	 2400"
23756,"74 WEST ROCK AV",206010,1,1920,0.21,2200,78,"Colonial","Single Family","Ave/Good",4,1,"Oil/Gas","FA/HW/ST","None","	 2400"
23757,"70 WEST ROCK AV",244090,1,1930,0.21,2949,78,"Colonial","Single Family","Good",4,2,"Oil/Gas","Forced Hot Air","None","	 2400"
23760,"54 WEST ROCK AV",175980,1,1920,0.21,2152,68,"Colonial","Single Family","Ave/Good",4,2,"Oil/Gas","FA/HW/ST","None","	 2400"
23761,"44 WEST ROCK AV",156660,1,1920,0.08,1260,78,"Colonial","Single Family","Good",3,2,"Oil/Gas","FA/HW/ST","Central","	 2400"
23766,"285 CENTRAL AV",226450,1,1920,0.22,2470,78,"Colonial","Single Family","Good",4,2,"Oil/Gas","FA/HW/ST","Central","	 2400"
23770,"309 CENTRAL AV",178220,1,1920,0.18,1988,66,"Colonial","Single Family","Ave/Good",3,1,"Oil/Gas","FA/HW/ST","None","	 2400"
23777,"30 WESTWOOD RD",164430,1,1920,0.14,2262,68,"Colonial","Single Family","Above Average",4,1,"Oil/Gas","FA/HW/ST","None","	 2400"
23782,"198 YALE AV",168700,1,1920,0.18,1779,68,"Colonial","Single Family","Ave/Good",4,2,"Oil/Gas","FA/HW/ST","None","	 2400"
23783,"188 YALE AV",178780,1,1920,0.24,2016,78,"Colonial","Single Family","Above Average",4,2,"Oil/Gas","Hot Water","None","	 2400"
23794,"1885 CHAPEL ST",157710,1,1925,0.18,1568,73,"Colonial","Single Family","Above Average",4,1,"Gas/Oil","FA/HW/ST","None","	 2400"
23795,"1887 CHAPEL ST",194880,1,1917,0.2,1956,85,"Colonial","Single Family","Ave/Good",4,2,"Gas/Oil","FA/HW/ST","Central","	 2400"
23804,"744 EDGEWOOD AV",155820,1,1920,0.15,1624,68,"Colonial","Single Family","Ave/Good",4,1,"Oil/Gas","Steam","None","	 2400"
23805,"740 EDGEWOOD AV",185920,1,1920,0.15,1897,78,"Colonial","Single Family","Ave/Good",4,1,"Oil/Gas","Steam","None","	 2400"
23808,"262 YALE AV",221900,1,1928,0.19,2364,78,"Colonial","Single Family","Good",4,1,"Oil/Gas","Steam","None","	 2400"
23809,"256 YALE AV",254870,1,1924,0.23,2917,78,"Colonial","Single Family","Good",3,3,"Oil/Gas","FA/HW/ST","None","	 2400"
23818,"224 YALE AV",203000,1,1952,0.31,2438,68,"Cape Cod","Single Family","Ave/Good",4,2,"Oil/Gas","FA/HW/ST","Central","	 2400"
23822,"23 WESTWOOD RD",143010,1,1920,0.13,1347,78,"Cape Cod","Single Family","Above Average",2,1,"Oil/Gas","FA/HW/ST","None","	 2400"
23824,"33 WESTWOOD RD",165550,1,1926,0.15,1508,78,"Colonial","Single Family","Ave/Good",3,1,"Oil/Gas","FA/HW/ST","None","	 2400"
23825,"43 WESTWOOD RD",161350,1,1920,0.16,1793,68,"Colonial","Single Family","Ave/Good",3,1,"Oil/Gas","FA/HW/ST","None","	 2400"
23828,"57 WESTWOOD RD",157640,1,1952,0.16,1246,78,"Ranch","Single Family","Above Average",3,2,"Gas/Oil","FA/HW/ST","Central","	 2400"
23829,"45 WEST ROCK AV",195440,1,1919,0.14,2692,68,"Colonial","Single Family","Ave/Good",4,2,"Gas/Oil","FA/HW/ST","None","	 2400"
23832,"59 WEST ROCK AV",192500,1,1946,0.16,2003,78,"Cape Cod","Single Family","Ave/Good",3,1,"Oil/Gas","FA/HW/ST","None","	 2400"
23833,"69 WEST ROCK AV",211680,1,1918,0.16,3121,68,"Colonial","Single Family","Ave/Good",5,3,"Oil/Gas","Hot Water","Central","	 2400"
23834,"73 WEST ROCK AV",196700,1,1930,0.3,1914,78,"Colonial","Single Family","Ave/Good",4,1,"Gas/Oil","Hot Water","Central","	 2400"
23848,"120 CLEVELAND RD",269430,1,1952,0.16,2576,78,"Ranch","Single Family","Good",2,2,"Gas/Oil","Hot Water","Central","	 2400"
23849,"110 CLEVELAND RD",168910,1,1949,0.19,1863,68,"Cape Cod","Single Family","Ave/Good",2,1,"Oil/Gas","Forced Hot Air","None","	 2400"
23852,"88 CLEVELAND RD",181300,1,1951,0.2,1410,68,"Ranch","Single Family","Ave/Good",3,2,"Oil/Gas","FA/HW/ST","None","	 2400"
23853,"80 CLEVELAND RD",190330,1,1950,0.18,1560,78,"Ranch","Single Family","Ave/Good",2,2,"Oil/Gas","Hot Water","None","	 2400"
23859,"42 CLEVELAND RD",288890,1,1925,0.15,3294,78,"Colonial","Single Family","Very Good",4,3,"Gas/Oil","FA/HW/ST","None","	 2400"
23863,"18 CLEVELAND RD",167650,1,1928,0.16,1520,78,"Colonial","Single Family","Good",3,1,"Gas/Oil","Hot Water","None","	 2400"
23864,"12 CLEVELAND RD",192500,1,1940,0.17,1837,78,"Colonial","Single Family","Very Good",4,1,"Oil/Gas","Hot Water","None","	 2400"
23865,"4 CLEVELAND RD",241290,1,1940,0.19,2920,78,"Colonial","Single Family","Good",4,2,"Oil/Gas","FA/HW/ST","None","	 2400"
23868,"136 OLIVER RD",222390,1,1947,0.2,2676,68,"Colonial","Single Family","Good",3,2,"Gas/Oil","FA/HW/ST","None","	 2400"
23869,"120 OLIVER RD",173670,1,1947,0.16,1784,68,"Colonial","Single Family","Good",3,1,"Oil/Gas","FA/HW/ST","None","	 2400"
23872,"82 OLIVER RD",187390,1,1927,0.16,1824,78,"Colonial","Single Family","Good",4,1,"Gas/Oil","Hot Water","None","	 2400"
23873,"72 OLIVER RD",208740,1,1928,0.16,2075,78,"Colonial","Single Family","Good",3,2,"Oil/Gas","FA/HW/ST","Central","	 2400"
23875,"46 OLIVER RD",183680,1,1928,0.16,1536,78,"Colonial","Single Family","Good",3,2,"Gas/Oil","FA/HW/ST","None","	 2400"
